sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,43,,良好,0.5,0.21,12,26,28,9,9,10.7,1.6,0.7,83,2025-04-21 23:00,,0.1,8.5,26,0,120.651472,22.260899,313
臺南（南化）,臺南市,45,,良好,0,0.14,5,23,15,8,2,3.2,0.4,2.4,219,2025-04-21 23:00,,0.1,11.2,18,0,120.44583156,23.04562013,312
新北（樹林）,新北市,101,細懸浮微粒,對敏感族群不健康,0.3,0.5,8,31,50,32,18,27.4,8.4,0,42,2025-04-21 23:00,,0.4,30.6,49,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,60,細懸浮微粒,普通,0.2,0.27,12,34,25,14,7,8.7,1.4,0.2,56,2025-04-21 23:00,,0.2,15.7,26,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,60,懸浮微粒,普通,0.4,0.13,21,25,37,13,2,2.9,0.4,2.1,317,2025-04-21 23:00,,0.1,14.4,39,0,120.37722,22.35222,204
高雄（湖內）,高雄市,22,,良好,1.1,0.14,17,19,14,7,3,4.8,1.2,0.3,266,2025-04-21 23:00,,0.1,5.5,13,,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,40,,良好,0.6,0.24,27,43,17,11,8,8.8,0,1.2,266,2025-04-21 23:00,,0.2,10,21,0,121.82463916,24.85366672,201
員林,彰化縣,62,細懸浮微粒,普通,0.9,0.24,13,23,22,17,5,7.4,1.6,2.9,189,2025-04-21 23:00,,0.2,16.7,29,1,120.5631893,23.9615945,139
大城,彰化縣,48,,良好,1.2,0.12,17,22,22,14,2,6.2,3.6,0.5,183,2025-04-21 23:00,,0.1,11.9,20,1,120.26964167,23.85493056,85
富貴角,新北市,80,細懸浮微粒,普通,0.2,0.21,29,52,32,20,3,3.3,0.1,1.7,149,2025-04-21 23:00,,0.2,23,37,0,121.53656894,25.29681695,84
麥寮,雲林縣,44,,良好,0.9,0.16,16,21,25,12,5,6.7,1.5,1.5,166,2025-04-21 23:00,,0.1,10.8,23,0,120.251825,23.753506,83
關山,臺東縣,31,,良好,0.7,0.13,23,28,13,8,3,4,0.8,1.4,212,2025-04-21 23:00,,0.1,7.8,17,0,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.5,0.12,29,29,16,11,2,3.3,1,2.8,171,2025-04-21 23:00,,0.1,10.5,15,0,119.566158,23.569031,78
金門,金門縣,67,細懸浮微粒,普通,0.5,0.11,20,23,21,22,9,10.2,0.4,2.4,205,2025-04-21 23:00,,0.1,18.5,21,0,118.312256,24.432133,77
馬祖,連江縣,105,細懸浮微粒,對敏感族群不健康,0.6,0.15,30,70,30,18,4,5.5,0.6,2.9,221,2025-04-21 23:00,,0.2,32.2,51,0,119.952724,26.153736,75
埔里,南投縣,75,細懸浮微粒,普通,0.8,0.26,14,33,31,23,6,7.8,0.8,0.5,255,2025-04-21 23:00,,0.2,21.1,33,0,120.967903,23.968842,72
復興,高雄市,42,,良好,,0.2,18,21,17,11,8,8.7,0.4,0.8,264,2025-04-21 23:00,,0.2,10.5,18,0,120.312017,22.608711,71
永和,新北市,104,細懸浮微粒,對敏感族群不健康,0.3,0.96,4,19,45,37,28,36.7,8,0.2,77,2025-04-21 23:00,,0.9,31.9,46,0,121.516306,25.017,70
竹山,南投縣,56,細懸浮微粒,普通,0.5,0.17,10,26,23,14,7,7.7,0.2,0.7,169,2025-04-21 23:00,,0.1,14.2,28,0,120.677306,23.756389,69
中壢,桃園市,72,細懸浮微粒,普通,0.9,1.1,3,10,34,23,23,50.7,26.9,0.2,205,2025-04-21 23:00,,1.1,20.2,33,0,121.221667,24.953278,68
三重,新北市,115,細懸浮微粒,對敏感族群不健康,0.8,1.13,4,11,48,38,36,64.4,28.3,-,-,2025-04-21 23:00,,1.2,36.3,50,1,121.493806,25.072611,67
冬山,宜蘭縣,41,,良好,0,0.25,20,32,25,12,3,3,0,0.2,285,2025-04-21 23:00,,0.2,10.1,22,0,121.792928,24.632203,66
宜蘭,宜蘭縣,52,細懸浮微粒,普通,0,0.27,25,41,27,13,5,5.5,0.4,0.8,320,2025-04-21 23:00,,0.2,12.7,22,0,121.746394,24.747917,65
陽明,臺北市,60,細懸浮微粒,普通,0.3,0.22,39,44,34,19,3,3.4,0.3,,,2025-04-21 23:00,,0.2,15.9,28,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,0.7,0.24,19,32,17,13,5,5.9,0.8,1.1,266,2025-04-21 23:00,,0.2,9,15,0,121.599769,23.971306,63
臺東,臺東縣,35,,良好,0.4,0.15,25,26,20,6,,,,0.6,300,2025-04-21 23:00,,0.2,7.1,21,0,121.15045,22.755358,62
恆春,屏東縣,42,,良好,1.4,0.16,21,32,21,8,2,3.2,0.6,2.1,25,2025-04-21 23:00,,0.1,10.5,18,1,120.788928,21.958069,61
潮州,屏東縣,63,細懸浮微粒,普通,0.3,0.2,7,15,25,16,11,11.7,0.6,0.7,68,2025-04-21 23:00,,0.2,17,31,0,120.561175,22.523108,60
屏東,屏東縣,57,細懸浮微粒,普通,1.3,0.22,15,25,30,13,9,9.7,0.6,0.9,274,2025-04-21 23:00,,0.2,14.7,32,1,120.488033,22.673081,59
小港,高雄市,55,細懸浮微粒,普通,0.1,0.23,17,20,15,15,8,9,0.5,1.3,315,2025-04-21 23:00,,0.1,14,18,0,120.337736,22.565833,58
前鎮,高雄市,44,,良好,1.6,0.27,18,22,19,9,9,10.2,1,1.4,7,2025-04-21 23:00,,0.2,11,20,1,120.30833356,22.6044507,57
前金,高雄市,45,,良好,0.3,0.16,20,21,25,10,5,5.7,0.5,1.7,326,2025-04-21 23:00,,0.1,11.2,23,0,120.28676111,22.63390278,56
左營,高雄市,46,,良好,0.8,0.14,19,22,21,13,4,4.8,0.7,1.1,316,2025-04-21 23:00,,0.1,11.5,19,0,120.292917,22.674861,54
楠梓,高雄市,55,細懸浮微粒,普通,0.6,0.2,15,20,24,15,7,7.8,0.5,1,28,2025-04-21 23:00,,0.1,13.9,27,0,120.328289,22.733667,53
林園,高雄市,53,細懸浮微粒,普通,2.1,0.21,7,15,27,12,15,16.7,0.9,0.2,281,2025-04-21 23:00,,0.2,13.4,28,1,120.41175,22.4795,52
大寮,高雄市,58,細懸浮微粒,普通,0.7,0.27,9,17,21,10,10,11.6,0.8,0.8,318,2025-04-21 23:00,,0.2,15,29,1,120.425311,22.56413611,51
鳳山,高雄市,62,細懸浮微粒,普通,0.9,0.31,16,20,21,13,10,11,0.5,0.5,294,2025-04-21 23:00,,0.4,16.7,25,1,120.357422,22.628126,50
仁武,高雄市,46,,良好,2.7,0.27,16,23,22,11,13,14.5,1,1.4,325,2025-04-21 23:00,,0.2,11.3,23,1,120.332631,22.689056,49
橋頭,高雄市,55,細懸浮微粒,普通,2.3,0.16,17,23,20,13,7,7.7,0.1,0.9,38,2025-04-21 23:00,,0.1,14,22,1,120.305689,22.757506,48
美濃,高雄市,60,細懸浮微粒,普通,0.8,0.2,13,30,21,16,6,6.9,0.6,0.5,201,2025-04-21 23:00,,0.2,15.7,26,0,120.530542,22.883583,47
臺南,臺南市,48,,良好,0.1,0.21,18,23,19,13,7,7.7,0.6,0.8,6,2025-04-21 23:00,,0.1,12,21,0,120.21947897,22.98928311,46
安南,臺南市,47,,良好,0.6,0.16,21,23,19,10,3,3.9,0.9,0.5,315,2025-04-21 23:00,,0.1,11.6,22,0,120.2175,23.048197,45
善化,臺南市,59,細懸浮微粒,普通,0,0.12,16,19,11,14,4,5.7,1.1,0.2,57,2025-04-21 23:00,,0.1,15.4,22,0,120.29740529,23.11337642,44
新營,臺南市,54,細懸浮微粒,普通,0,0.13,20,21,20,11,5,5.9,0,0.3,278,2025-04-21 23:00,,0.1,13.5,23,0,120.31725,23.305633,43
嘉義,嘉義市,44,,良好,1.3,0.16,15,22,17,11,6,6.2,0,0.8,117,2025-04-21 23:00,,0.1,11,23,1,120.44125148,23.46477865,42
臺西,雲林縣,48,,良好,0.2,0.13,20,23,24,10,2,2.9,0.1,1.3,171,2025-04-21 23:00,,0.1,11.8,21,0,120.19933333,23.702175,41
朴子,嘉義縣,58,細懸浮微粒,普通,0.3,0.1,19,23,22,18,3,4.3,0.5,1.2,141,2025-04-21 23:00,,0.1,15,21,0,120.2478,23.46538,40
新港,嘉義縣,52,細懸浮微粒,普通,0.7,0.14,16,21,20,13,4,6,1,0.5,178,2025-04-21 23:00,,0.1,12.9,25,1,120.345531,23.554839,39
崙背,雲林縣,58,細懸浮微粒,普通,1.1,0.14,12,18,25,14,3,4.3,0.5,0.2,132,2025-04-21 23:00,,0.1,14.9,26,1,120.348742,23.757547,38
斗六,雲林縣,56,細懸浮微粒,普通,0.8,0.17,16,24,23,17,5,5.9,0.9,1.1,190,2025-04-21 23:00,,0.2,14.2,27,1,120.544994,23.711853,37
南投,南投縣,65,細懸浮微粒,普通,1.1,0.19,8,26,31,15,8,8.7,0.6,1.1,172,2025-04-21 23:00,,0.2,17.7,29,1,120.685306,23.913,36
二林,彰化縣,52,細懸浮微粒,普通,2.1,0.15,15,21,26,9,3,3.7,0.3,1.4,159,2025-04-21 23:00,,0.1,12.7,27,2,120.409653,23.925175,35
線西,彰化縣,59,細懸浮微粒,普通,0.7,0.14,20,26,26,14,3,4.2,0.9,2.9,193,2025-04-21 23:00,,0.1,15.4,23,1,120.469061,24.131672,34
彰化,彰化縣,63,細懸浮微粒,普通,0.5,0.15,12,21,19,15,6,7,0.8,1.7,197,2025-04-21 23:00,,0.1,16.9,23,1,120.541519,24.066,33
西屯,臺中市,65,細懸浮微粒,普通,1.4,0.17,12,24,28,16,8,9.4,0.7,1.5,184,2025-04-21 23:00,,0.1,17.6,31,1,120.616917,24.162197,32
忠明,臺中市,59,細懸浮微粒,普通,1.4,0.19,13,21,23,13,6,7.9,1.3,1.7,190,2025-04-21 23:00,,0.2,15.3,30,1,120.641092,24.151958,31
大里,臺中市,69,細懸浮微粒,普通,1,0.23,10,21,30,18,10,10.4,0,0.2,206,2025-04-21 23:00,,0.2,19.2,30,0,120.67844444,24.09961111,30
沙鹿,臺中市,62,細懸浮微粒,普通,1.3,0.18,14,23,23,16,6,7.6,0.8,2.3,156,2025-04-21 23:00,,0.2,16.5,30,1,120.568794,24.225628,29
豐原,臺中市,72,細懸浮微粒,普通,1.4,0.26,12,26,28,21,9,10.5,1.5,3.2,191,2025-04-21 23:00,,0.2,20.2,29,0,120.74252414,24.25699731,28
三義,苗栗縣,63,細懸浮微粒,普通,1.3,0.22,14,21,23,11,6,7.8,1.5,2.8,190,2025-04-21 23:00,,0.2,16.9,30,1,120.75956754,24.38248443,27
苗栗,苗栗縣,65,細懸浮微粒,普通,1.6,0.28,7,21,24,15,14,15.9,1.2,2.8,209,2025-04-21 23:00,,0.2,17.6,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,65,細懸浮微粒,普通,1.1,0.29,8,26,29,15,13,15.2,1.8,0.8,161,2025-04-21 23:00,,0.2,17.5,29,1,120.89869286,24.69690679,25
新竹,新竹市,60,細懸浮微粒,普通,0.6,0.38,5,24,33,17,17,18.5,1.2,0.4,153,2025-04-21 23:00,,0.2,15.7,25,1,120.97236752,24.8056356,24
竹東,新竹縣,79,細懸浮微粒,普通,0.6,0.31,1,21,42,23,9,10.8,1.8,1,88,2025-04-21 23:00,,0.3,22.7,35,0,121.08895493,24.74091408,23
湖口,新竹縣,65,細懸浮微粒,普通,0.6,0.3,8,27,26,19,14,15.1,0.9,1.4,155,2025-04-21 23:00,,0.2,17.5,23,0,121.03886894,24.90009696,22
龍潭,桃園市,83,細懸浮微粒,普通,0.5,0.26,12,27,32,23,13,14.7,1,1,217,2025-04-21 23:00,,0.2,24.2,35,0,121.21645772,24.86400048,21
平鎮,桃園市,67,細懸浮微粒,普通,0.3,0.38,10,22,23,17,16,18.1,1.4,0.7,183,2025-04-21 23:00,,0.3,18.5,29,0,121.203986,24.952786,20
觀音,桃園市,60,細懸浮微粒,普通,0,0.2,11,32,23,17,9,10.6,0.9,1.8,198,2025-04-21 23:00,,0.1,15.8,23,0,121.08283092,25.03556747,19
大園,桃園市,59,細懸浮微粒,普通,0.6,0.29,11,32,31,18,11,13,1.5,1.4,207,2025-04-21 23:00,,0.2,15.4,26,0,121.20251473,25.06100357,18
桃園,桃園市,96,細懸浮微粒,普通,0.6,0.49,16,31,46,30,18,19.4,0.8,0.5,185,2025-04-21 23:00,,0.4,29,46,1,121.30500531,24.9947107,17
大同,臺北市,121,細懸浮微粒,對敏感族群不健康,1.4,1.51,2,9,52,37,38,75.1,36.8,-,-,2025-04-21 23:00,,1.8,38.7,55,1,121.51342074,25.06331455,16
松山,臺北市,104,細懸浮微粒,對敏感族群不健康,2.6,0.55,9,22,42,28,25,27.3,1.8,1,65,2025-04-21 23:00,,0.5,31.9,44,1,121.578611,25.05,15
古亭,臺北市,101,細懸浮微粒,對敏感族群不健康,0.2,0.63,5,27,52,29,28,30,1.3,0.6,178,2025-04-21 23:00,,0.5,30.5,51,0,121.529556,25.020608,14
萬華,臺北市,103,細懸浮微粒,對敏感族群不健康,0.1,0.78,2,24,55,35,34,39.4,4.7,0.2,105,2025-04-21 23:00,,0.6,31.5,49,0,121.507972,25.046503,13
中山,臺北市,107,細懸浮微粒,對敏感族群不健康,0.5,0.75,6,26,56,34,32,36.1,4.1,1.4,326,2025-04-21 23:00,,0.5,32.9,49,1,121.526528,25.062361,12
士林,臺北市,97,細懸浮微粒,普通,0.2,0.66,3,30,52,35,26,28.2,1.8,0.4,9,2025-04-21 23:00,,0.4,29.2,45,1,121.51666356,25.10334003,11
淡水,新北市,103,細懸浮微粒,對敏感族群不健康,0.5,0.72,6,36,57,38,28,29.6,0.8,,,2025-04-21 23:00,,0.4,31.4,47,0,121.449239,25.1645,10
林口,新北市,88,細懸浮微粒,普通,1.4,0.36,13,31,40,22,20,24.1,3.4,0.9,183,2025-04-21 23:00,,0.3,25.9,38,1,121.36548982,25.07798949,9
菜寮,新北市,113,細懸浮微粒,對敏感族群不健康,0.4,0.93,7,28,59,41,31,49.8,18.7,0.6,298,2025-04-21 23:00,,0.6,35.3,54,0,121.481028,25.06895,8
新莊,新北市,101,細懸浮微粒,對敏感族群不健康,0.9,0.55,10,26,47,37,19,19.8,0.8,0.8,237,2025-04-21 23:00,,0.5,30.5,43,0,121.4325,25.037972,7
板橋,新北市,98,細懸浮微粒,普通,0.8,0.69,13,31,54,34,26,27.7,1.5,0.6,253,2025-04-21 23:00,,0.5,29.6,50,0,121.458667,25.012972,6
土城,新北市,101,細懸浮微粒,對敏感族群不健康,0.2,0.45,4,24,51,28,18,21.5,2.9,1.7,153,2025-04-21 23:00,,0.4,30.6,48,0,121.451861,24.982528,5
新店,新北市,99,細懸浮微粒,普通,0.3,0.41,17,30,50,28,13,15.1,1.6,1.7,174,2025-04-21 23:00,,0.4,29.9,46,0,121.537778,24.977222,4
萬里,新北市,83,細懸浮微粒,普通,0.2,0.47,15,41,42,29,13,13.5,0.5,4,237,2025-04-21 23:00,,0.3,24.2,41,0,121.689881,25.179667,3
汐止,新北市,100,細懸浮微粒,普通,0.5,0.59,1,26,48,33,26,34.9,8.1,0.4,220,2025-04-21 23:00,,0.5,30.3,45,0,121.64081,25.06624,2
基隆,基隆市,74,細懸浮微粒,普通,1.1,0.45,11,32,33,27,15,16.9,1.2,0.4,294,2025-04-21 23:00,,0.4,20.8,29,1,121.760056,25.129167,1
屏東(枋山),屏東縣,45,,良好,0.6,0.19,16,30,31,9,9,9.7,0.5,0.5,71,2025-04-21 22:00,,0.1,9.1,27,0,120.651472,22.260899,313
臺南（南化）,臺南市,50,,良好,0,0.16,8,30,17,8,3,3.4,0.4,2.5,175,2025-04-21 22:00,,0.1,12.3,19,0,120.44583156,23.04562013,312
新北（樹林）,新北市,99,細懸浮微粒,普通,0.2,0.4,14,37,44,32,13,15.6,2,0,352,2025-04-21 22:00,,0.3,30.1,48,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,59,細懸浮微粒,普通,0.2,0.25,16,39,25,14,7,8.3,0.7,0.2,254,2025-04-21 22:00,,0.2,15.4,26,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,62,懸浮微粒,普通,0.4,0.12,22,26,37,15,2,2.9,0.5,2.5,318,2025-04-21 22:00,,0.1,14.9,41,0,120.37722,22.35222,204
高雄（湖內）,高雄市,22,,良好,0.8,0.13,19,19,14,7,2,4.3,1.5,0.7,263,2025-04-21 22:00,,0.1,4.5,13,,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,43,,良好,0.6,0.26,28,46,23,11,10,10.6,0.1,0.2,148,2025-04-21 22:00,,0.2,10,21,0,121.82463916,24.85366672,201
員林,彰化縣,63,細懸浮微粒,普通,1,0.2,15,27,25,13,6,7.6,1.5,2,185,2025-04-21 22:00,,0.1,16.8,31,1,120.5631893,23.9615945,139
大城,彰化縣,47,,良好,1.2,0.12,19,24,20,13,1,4.6,3.3,0.2,194,2025-04-21 22:00,,0.1,11.6,20,1,120.26964167,23.85493056,85
富貴角,新北市,79,細懸浮微粒,普通,0.2,0.24,31,59,39,27,3,3.9,0,0.8,118,2025-04-21 22:00,,0.2,22.9,38,0,121.53656894,25.29681695,84
麥寮,雲林縣,42,,良好,0.7,0.15,19,23,23,11,4,5.7,1.4,1.7,201,2025-04-21 22:00,,0.1,10.5,22,0,120.251825,23.753506,83
關山,臺東縣,31,,良好,0.6,0.15,25,29,18,6,2,3.2,0.8,1.3,198,2025-04-21 22:00,,0.1,7.8,18,0,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,0.4,0.14,29,29,19,11,2,4.3,1.3,1.6,182,2025-04-21 22:00,,0.1,10.7,16,0,119.566158,23.569031,78
金門,金門縣,65,細懸浮微粒,普通,0.7,0.11,16,26,26,21,15,15.9,0.7,2.3,210,2025-04-21 22:00,,0.1,17.6,21,0,118.312256,24.432133,77
馬祖,連江縣,118,臭氧八小時,對敏感族群不健康,0.6,0.23,47,76,39,29,6,7.1,0.7,3.3,218,2025-04-21 22:00,,0.3,35.8,57,0,119.952724,26.153736,75
埔里,南投縣,73,細懸浮微粒,普通,0.9,0.27,18,37,31,18,7,8.4,0.8,0.3,144,2025-04-21 22:00,,0.2,20.4,33,0,120.967903,23.968842,72
復興,高雄市,42,,良好,,0.22,19,23,18,9,,,,0.8,250,2025-04-21 22:00,,0.2,10.4,19,0,120.312017,22.608711,71
永和,新北市,102,細懸浮微粒,對敏感族群不健康,0.3,0.9,7,25,54,32,31,36.7,5.1,0.4,160,2025-04-21 22:00,,0.8,31,45,0,121.516306,25.017,70
竹山,南投縣,57,細懸浮微粒,普通,0.4,0.17,14,31,25,11,6,6.6,0.1,0.4,263,2025-04-21 22:00,,0.1,14.6,30,0,120.677306,23.756389,69
中壢,桃園市,70,細懸浮微粒,普通,1.2,1.26,4,13,39,22,23,44.1,20.4,0.3,193,2025-04-21 22:00,,1.1,19.3,33,0,121.221667,24.953278,68
三重,新北市,113,細懸浮微粒,對敏感族群不健康,0.8,1.63,3,15,53,43,41,96.3,54.6,-,-,2025-04-21 22:00,,1.1,35.3,49,1,121.493806,25.072611,67
冬山,宜蘭縣,39,,良好,,0.25,19,36,20,11,4,4,0,0.2,168,2025-04-21 22:00,,0.2,9.6,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,51,細懸浮微粒,普通,0,0.29,26,44,26,14,4,5.4,0.6,0.7,7,2025-04-21 22:00,,0.2,12.5,21,0,121.746394,24.747917,65
陽明,臺北市,56,細懸浮微粒,普通,0.3,0.23,34,46,23,10,3,4,0.4,2.2,170,2025-04-21 22:00,,0.2,14.5,26,0,121.529583,25.182722,64
花蓮,花蓮縣,35,,良好,0.7,0.3,21,35,20,10,6,7.6,0.9,1,250,2025-04-21 22:00,,0.2,8.8,14,0,121.599769,23.971306,63
臺東,臺東縣,35,,良好,0.3,0.15,28,27,21,7,2,2.3,0.2,0.7,30,2025-04-21 22:00,,0.2,7.3,21,0,121.15045,22.755358,62
恆春,屏東縣,44,,良好,1.4,0.12,25,36,13,9,1,2.5,0.7,2,329,2025-04-21 22:00,,0.1,11,19,1,120.788928,21.958069,61
潮州,屏東縣,66,細懸浮微粒,普通,0.7,0.2,11,24,26,16,10,10.4,0.1,0.3,337,2025-04-21 22:00,,0.2,17.9,33,0,120.561175,22.523108,60
屏東,屏東縣,58,細懸浮微粒,普通,1.4,0.23,15,30,25,15,9,10.2,0.8,1.3,268,2025-04-21 22:00,,0.2,15.1,33,1,120.488033,22.673081,59
小港,高雄市,55,細懸浮微粒,普通,0.1,0.2,20,21,18,12,6,7.6,0.7,1.3,299,2025-04-21 22:00,,0.1,13.9,19,0,120.337736,22.565833,58
前鎮,高雄市,46,,良好,1.5,0.26,19,23,16,10,7,9.6,1.8,0.9,2,2025-04-21 22:00,,0.2,11.5,20,1,120.30833356,22.6044507,57
前金,高雄市,47,,良好,0.3,0.17,19,22,20,10,7,9,2,1.9,339,2025-04-21 22:00,,0.1,11.7,23,0,120.28676111,22.63390278,56
左營,高雄市,44,,良好,0.8,0.13,22,23,16,9,3,3.8,0.8,1.2,333,2025-04-21 22:00,,0.1,10.9,18,0,120.292917,22.674861,54
楠梓,高雄市,55,細懸浮微粒,普通,0.4,0.18,16,22,23,14,6,6.6,0.4,1,289,2025-04-21 22:00,,0.1,13.8,28,0,120.328289,22.733667,53
林園,高雄市,56,細懸浮微粒,普通,1.7,0.19,9,16,34,14,13,14.4,1.1,0.6,306,2025-04-21 22:00,,0.1,14.4,29,1,120.41175,22.4795,52
大寮,高雄市,61,細懸浮微粒,普通,0.5,0.26,11,21,28,17,10,11,0.7,0.6,300,2025-04-21 22:00,,0.2,16.3,32,1,120.425311,22.56413611,51
鳳山,高雄市,65,細懸浮微粒,普通,0.9,0.34,17,22,20,17,9,10.5,0.9,0.5,293,2025-04-21 22:00,,0.4,17.7,27,1,120.357422,22.628126,50
仁武,高雄市,46,,良好,2.6,0.25,17,24,21,7,12,12.9,0.9,1.2,314,2025-04-21 22:00,,0.1,11.5,23,1,120.332631,22.689056,49
橋頭,高雄市,57,細懸浮微粒,普通,2.3,0.18,18,25,22,14,6,7,0.1,1.1,310,2025-04-21 22:00,,0.1,14.7,22,1,120.305689,22.757506,48
美濃,高雄市,60,細懸浮微粒,普通,1.1,0.2,16,37,21,12,5,6.4,0.6,0.5,69,2025-04-21 22:00,,0.2,15.9,28,0,120.530542,22.883583,47
臺南,臺南市,48,,良好,0,0.18,21,25,23,11,5,6,0.9,0.9,2,2025-04-21 22:00,,0.1,11.8,22,0,120.21947897,22.98928311,46
安南,臺南市,49,,良好,0.6,0.15,23,24,17,11,2,3.5,0.8,1,303,2025-04-21 22:00,,0.1,12.2,22,0,120.2175,23.048197,45
善化,臺南市,61,細懸浮微粒,普通,0,0.16,13,22,19,16,8,9.2,1.2,1,355,2025-04-21 22:00,,0.1,16.3,23,0,120.29740529,23.11337642,44
新營,臺南市,56,細懸浮微粒,普通,0,0.16,17,23,25,16,7,7.5,0.2,1.2,257,2025-04-21 22:00,,0.1,14.3,24,0,120.31725,23.305633,43
嘉義,嘉義市,45,,良好,1.1,0.15,16,25,24,9,5,6.2,0.2,1.6,222,2025-04-21 22:00,,0.1,11.2,24,1,120.44125148,23.46477865,42
臺西,雲林縣,48,,良好,0.1,0.13,22,24,30,16,2,2.4,0.1,2.2,202,2025-04-21 22:00,,0.1,11.8,21,0,120.19933333,23.702175,41
朴子,嘉義縣,55,細懸浮微粒,普通,0.2,0.14,21,24,21,15,4,5.6,0.6,1,237,2025-04-21 22:00,,0.1,14,21,0,120.2478,23.46538,40
新港,嘉義縣,52,細懸浮微粒,普通,0.7,0.13,14,23,27,10,5,6.4,1.1,0.7,235,2025-04-21 22:00,,0.1,12.7,26,1,120.345531,23.554839,39
崙背,雲林縣,60,細懸浮微粒,普通,1.1,0.13,13,19,27,17,2,3.4,0.5,0.3,187,2025-04-21 22:00,,0.1,15.8,27,1,120.348742,23.757547,38
斗六,雲林縣,57,細懸浮微粒,普通,0.8,0.21,15,28,32,11,6,7.8,1.2,1.3,189,2025-04-21 22:00,,0.2,14.8,29,1,120.544994,23.711853,37
南投,南投縣,66,細懸浮微粒,普通,1.1,0.2,13,31,27,15,8,8.7,0.5,1.4,168,2025-04-21 22:00,,0.2,18,28,1,120.685306,23.913,36
二林,彰化縣,55,細懸浮微粒,普通,2.5,0.16,17,23,22,11,3,3.3,0.3,1.4,182,2025-04-21 22:00,,0.1,13.9,28,2,120.409653,23.925175,35
線西,彰化縣,60,細懸浮微粒,普通,0.9,0.13,24,28,19,12,3,4.2,0.9,2.7,206,2025-04-21 22:00,,0.1,15.8,24,1,120.469061,24.131672,34
彰化,彰化縣,64,細懸浮微粒,普通,0.7,0.15,12,24,27,18,7,7.9,0.9,1.7,201,2025-04-21 22:00,,0.1,17.3,24,1,120.541519,24.066,33
西屯,臺中市,66,細懸浮微粒,普通,1.8,0.19,14,28,29,18,9,10.1,0.2,1.6,180,2025-04-21 22:00,,0.1,17.8,31,1,120.616917,24.162197,32
忠明,臺中市,59,細懸浮微粒,普通,1.4,0.24,11,24,30,20,9,11.2,1.5,1.7,186,2025-04-21 22:00,,0.2,15.5,30,1,120.641092,24.151958,31
大里,臺中市,71,細懸浮微粒,普通,1.9,0.23,10,25,29,18,12,11.8,0,0.6,231,2025-04-21 22:00,,0.2,19.8,29,0,120.67844444,24.09961111,30
沙鹿,臺中市,62,細懸浮微粒,普通,1.6,0.18,15,26,30,18,7,9,1.1,2,176,2025-04-21 22:00,,0.2,16.4,34,1,120.568794,24.225628,29
豐原,臺中市,71,細懸浮微粒,普通,1.6,0.29,14,32,28,19,9,11.4,1.5,2.9,183,2025-04-21 22:00,,0.2,19.9,29,0,120.74252414,24.25699731,28
三義,苗栗縣,70,細懸浮微粒,普通,1.5,0.27,12,26,29,13,10,11.5,1.4,3.7,180,2025-04-21 22:00,,0.2,19.3,32,1,120.75956754,24.38248443,27
苗栗,苗栗縣,66,細懸浮微粒,普通,1.5,0.28,11,23,21,18,11,12.3,1.3,2,218,2025-04-21 22:00,,0.2,17.9,24,1,120.82011468,24.56499183,26
頭份,苗栗縣,64,細懸浮微粒,普通,1,0.26,14,31,24,15,10,11.6,1.4,0.9,227,2025-04-21 22:00,,0.2,17.4,29,1,120.89869286,24.69690679,25
新竹,新竹市,59,細懸浮微粒,普通,0.6,0.37,12,29,23,18,13,15.1,1.2,0.5,174,2025-04-21 22:00,,0.2,15.6,23,1,120.97236752,24.8056356,24
竹東,新竹縣,80,細懸浮微粒,普通,0.4,0.35,2,28,30,19,11,12.7,1.3,0.4,50,2025-04-21 22:00,,0.3,23.2,35,0,121.08895493,24.74091408,23
湖口,新竹縣,62,細懸浮微粒,普通,0.7,0.33,10,32,20,16,17,18.8,1,1.4,166,2025-04-21 22:00,,0.2,16.4,22,0,121.03886894,24.90009696,22
龍潭,桃園市,83,細懸浮微粒,普通,0.5,0.39,8,31,41,22,18,20.5,2.2,1.7,206,2025-04-21 22:00,,0.2,24.1,35,0,121.21645772,24.86400048,21
平鎮,桃園市,67,細懸浮微粒,普通,0.2,0.39,10,27,31,19,17,19.6,2.2,0.8,198,2025-04-21 22:00,,0.3,18.2,30,0,121.203986,24.952786,20
觀音,桃園市,59,細懸浮微粒,普通,0.3,0.17,15,37,30,15,7,8.2,0.6,0.9,205,2025-04-21 22:00,,0.1,15.6,23,0,121.08283092,25.03556747,19
